year,sex,means_of_travel,towns_by_size,age_range,edu_status,value
2016,Male,bike,Lifford,15-66,working,8
2016,Male,bike,Lifford,5-12,at primary school,0
2016,Male,bike,Lifford,13-18,at secondary school,0
2016,Male,bike,Lifford,19-66,at university,1
2016,Male,bike,Banagher,15-66,working,20
2016,Male,bike,Banagher,5-12,at primary school,0
2016,Male,bike,Banagher,13-18,at secondary school,3
2016,Male,bike,Banagher,19-66,at university,3
2016,Male,bike,Kilmallock,15-66,working,6
2016,Male,bike,Kilmallock,5-12,at primary school,0
2016,Male,bike,Kilmallock,13-18,at secondary school,0
2016,Male,bike,Kilmallock,19-66,at university,0
2016,Male,bike,Strandhill,15-66,working,7
2016,Male,bike,Strandhill,5-12,at primary school,1
2016,Male,bike,Strandhill,13-18,at secondary school,0
2016,Male,bike,Strandhill,19-66,at university,2
2016,Male,bike,Rathdrum,15-66,working,1
2016,Male,bike,Rathdrum,5-12,at primary school,1
2016,Male,bike,Rathdrum,13-18,at secondary school,0
2016,Male,bike,Rathdrum,19-66,at university,0
2016,Male,bike,Dunmanway,15-66,working,0
2016,Male,bike,Dunmanway,5-12,at primary school,3
2016,Male,bike,Dunmanway,13-18,at secondary school,0
2016,Male,bike,Dunmanway,19-66,at university,0
2016,Male,bike,Millstreet,15-66,working,5
2016,Male,bike,Millstreet,5-12,at primary school,0
2016,Male,bike,Millstreet,13-18,at secondary school,0
2016,Male,bike,Millstreet,19-66,at university,0
2016,Male,bike,Ballymahon,15-66,working,16
2016,Male,bike,Ballymahon,5-12,at primary school,4
2016,Male,bike,Ballymahon,13-18,at secondary school,1
2016,Male,bike,Ballymahon,19-66,at university,0
2016,Male,bike,Cloyne,15-66,working,1
2016,Male,bike,Cloyne,5-12,at primary school,2
2016,Male,bike,Cloyne,13-18,at secondary school,0
2016,Male,bike,Cloyne,19-66,at university,0
2016,Male,bike,Dunmore East,15-66,working,2
2016,Male,bike,Dunmore East,5-12,at primary school,0
2016,Male,bike,Dunmore East,13-18,at secondary school,0
2016,Male,bike,Dunmore East,19-66,at university,1
2016,Male,bike,Moycullen,15-66,working,7
2016,Male,bike,Moycullen,5-12,at primary school,0
2016,Male,bike,Moycullen,13-18,at secondary school,0
2016,Male,bike,Moycullen,19-66,at university,1
2016,Male,bike,Rosslare,15-66,working,4
2016,Male,bike,Rosslare,5-12,at primary school,1
2016,Male,bike,Rosslare,13-18,at secondary school,0
2016,Male,bike,Rosslare,19-66,at university,0
2016,Male,bike,Derrinturn,15-66,working,1
2016,Male,bike,Derrinturn,5-12,at primary school,4
2016,Male,bike,Derrinturn,13-18,at secondary school,0
2016,Male,bike,Derrinturn,19-66,at university,0
2016,Male,bike,Fethard,15-66,working,3
2016,Male,bike,Fethard,5-12,at primary school,3
2016,Male,bike,Fethard,13-18,at secondary school,0
2016,Male,bike,Fethard,19-66,at university,0
2016,Male,bike,Ballymote,15-66,working,2
2016,Male,bike,Ballymote,5-12,at primary school,0
2016,Male,bike,Ballymote,13-18,at secondary school,0
2016,Male,bike,Ballymote,19-66,at university,0
2016,Male,bike,Rathcormac,15-66,working,5
2016,Male,bike,Rathcormac,5-12,at primary school,0
2016,Male,bike,Rathcormac,13-18,at secondary school,0
2016,Male,bike,Rathcormac,19-66,at university,1
2016,Male,bike,"Towns 1,000 - 1,499 population",15-66,working,227
2016,Male,bike,"Towns 1,000 - 1,499 population",5-12,at primary school,75
2016,Male,bike,"Towns 1,000 - 1,499 population",13-18,at secondary school,45
2016,Male,bike,"Towns 1,000 - 1,499 population",19-66,at university,20
2016,Male,bike,Total Towns 500 - 999 population,15-66,working,215
2016,Male,bike,Total Towns 500 - 999 population,5-12,at primary school,99
2016,Male,bike,Total Towns 500 - 999 population,13-18,at secondary school,25
2016,Male,bike,Total Towns 500 - 999 population,19-66,at university,44
2016,Male,bike,Towns under 500 population but with at least 50 inhabited houses,15-66,working,198
2016,Male,bike,Towns under 500 population but with at least 50 inhabited houses,5-12,at primary school,73
2016,Male,bike,Towns under 500 population but with at least 50 inhabited houses,13-18,at secondary school,13
2016,Male,bike,Towns under 500 population but with at least 50 inhabited houses,19-66,at university,31
2016,Male,bike,Remainder of country,15-66,working,2028
2016,Male,bike,Remainder of country,5-12,at primary school,446
2016,Male,bike,Remainder of country,13-18,at secondary school,257
2016,Male,bike,Remainder of country,19-66,at university,846
2016,Male,bike,Collooney,15-66,working,5
2016,Male,bike,Collooney,5-12,at primary school,1
2016,Male,bike,Collooney,13-18,at secondary school,0
2016,Male,bike,Collooney,19-66,at university,0
2016,Male,bike,Castlemartyr,15-66,working,1
2016,Male,bike,Castlemartyr,5-12,at primary school,0
2016,Male,bike,Castlemartyr,13-18,at secondary school,0
2016,Male,bike,Castlemartyr,19-66,at university,0
2016,Male,bike,Tullyallen,15-66,working,0
2016,Male,bike,Tullyallen,5-12,at primary school,0
2016,Male,bike,Tullyallen,13-18,at secondary school,0
2016,Male,bike,Tullyallen,19-66,at university,0
2016,Male,bike,Longwood,15-66,working,1
2016,Male,bike,Longwood,5-12,at primary school,7
2016,Male,bike,Longwood,13-18,at secondary school,0
2016,Male,bike,Longwood,19-66,at university,0
2016,Male,bike,Termonfeckin,15-66,working,5
2016,Male,bike,Termonfeckin,5-12,at primary school,0
2016,Male,bike,Termonfeckin,13-18,at secondary school,0
2016,Male,bike,Termonfeckin,19-66,at university,0
2016,Male,bike,Convoy,15-66,working,1
2016,Male,bike,Convoy,5-12,at primary school,0
2016,Male,bike,Convoy,13-18,at secondary school,0
2016,Male,bike,Convoy,19-66,at university,0
2016,Male,bike,Castlecomer-Donaguile,15-66,working,0
2016,Male,bike,Castlecomer-Donaguile,5-12,at primary school,0
2016,Male,bike,Castlecomer-Donaguile,13-18,at secondary school,0
2016,Male,bike,Castlecomer-Donaguile,19-66,at university,2
2016,Male,bus,Dublin City and suburbs,15-66,working,30079
2016,Male,bus,Dublin City and suburbs,5-12,at primary school,3024
2016,Male,bus,Dublin City and suburbs,13-18,at secondary school,7984
2016,Male,bus,Dublin City and suburbs,19-66,at university,9224
2016,Male,bus,Cork City and suburbs,15-66,working,3162
2016,Male,bus,Cork City and suburbs,5-12,at primary school,348
2016,Male,bus,Cork City and suburbs,13-18,at secondary school,1045
2016,Male,bus,Cork City and suburbs,19-66,at university,1134
2016,Male,bus,Limerick City and suburbs,15-66,working,787
2016,Male,bus,Limerick City and suburbs,5-12,at primary school,213
2016,Male,bus,Limerick City and suburbs,13-18,at secondary school,497
2016,Male,bus,Limerick City and suburbs,19-66,at university,441
2016,Male,bus,Galway City and suburbs,15-66,working,1041
2016,Male,bus,Galway City and suburbs,5-12,at primary school,253
2016,Male,bus,Galway City and suburbs,13-18,at secondary school,548
2016,Male,bus,Galway City and suburbs,19-66,at university,352
2016,Male,bus,Waterford City and suburbs,15-66,working,221
2016,Male,bus,Waterford City and suburbs,5-12,at primary school,140
2016,Male,bus,Waterford City and suburbs,13-18,at secondary school,205
2016,Male,bus,Waterford City and suburbs,19-66,at university,117
2016,Male,bus,Drogheda,15-66,working,413
2016,Male,bus,Drogheda,5-12,at primary school,448
2016,Male,bus,Drogheda,13-18,at secondary school,240
2016,Male,bus,Drogheda,19-66,at university,257
2016,Male,bus,Dundalk,15-66,working,368
2016,Male,bus,Dundalk,5-12,at primary school,156
2016,Male,bus,Dundalk,13-18,at secondary school,366
2016,Male,bus,Dundalk,19-66,at university,210
2016,Male,bus,Swords,15-66,working,1549
2016,Male,bus,Swords,5-12,at primary school,145
2016,Male,bus,Swords,13-18,at secondary school,377
2016,Male,bus,Swords,19-66,at university,397
2016,Male,bus,Bray,15-66,working,576
2016,Male,bus,Bray,5-12,at primary school,91
2016,Male,bus,Bray,13-18,at secondary school,209
2016,Male,bus,Bray,19-66,at university,264
2016,Male,bus,Navan (An Uaimh),15-66,working,315
2016,Male,bus,Navan (An Uaimh),5-12,at primary school,151
2016,Male,bus,Navan (An Uaimh),13-18,at secondary school,229
2016,Male,bus,Navan (An Uaimh),19-66,at university,207
2016,Male,bus,Ennis,15-66,working,73
2016,Male,bus,Ennis,5-12,at primary school,49
2016,Male,bus,Ennis,13-18,at secondary school,41
2016,Male,bus,Ennis,19-66,at university,88
2016,Male,bus,Kilkenny,15-66,working,35
2016,Male,bus,Kilkenny,5-12,at primary school,100
2016,Male,bus,Kilkenny,13-18,at secondary school,73
2016,Male,bus,Kilkenny,19-66,at university,67
2016,Male,bus,Tralee,15-66,working,26
2016,Male,bus,Tralee,5-12,at primary school,84
2016,Male,bus,Tralee,13-18,at secondary school,105
2016,Male,bus,Tralee,19-66,at university,38
2016,Male,bus,Carlow,15-66,working,66
2016,Male,bus,Carlow,5-12,at primary school,64
2016,Male,bus,Carlow,13-18,at secondary school,34
2016,Male,bus,Carlow,19-66,at university,27
2016,Male,bus,Droichead Nua,15-66,working,216
2016,Male,bus,Droichead Nua,5-12,at primary school,135
2016,Male,bus,Droichead Nua,13-18,at secondary school,48
2016,Male,bus,Droichead Nua,19-66,at university,72
2016,Male,bus,Naas,15-66,working,222
2016,Male,bus,Naas,5-12,at primary school,168
2016,Male,bus,Naas,13-18,at secondary school,113
2016,Male,bus,Naas,19-66,at university,151
2016,Male,bus,Athlone,15-66,working,178
2016,Male,bus,Athlone,5-12,at primary school,223
2016,Male,bus,Athlone,13-18,at secondary school,125
2016,Male,bus,Athlone,19-66,at university,52
2016,Male,bus,Portlaoise,15-66,working,110
2016,Male,bus,Portlaoise,5-12,at primary school,201
2016,Male,bus,Portlaoise,13-18,at secondary school,105
2016,Male,bus,Portlaoise,19-66,at university,57
2016,Male,bus,Mullingar,15-66,working,81
2016,Male,bus,Mullingar,5-12,at primary school,44
2016,Male,bus,Mullingar,13-18,at secondary school,43
2016,Male,bus,Mullingar,19-66,at university,57
2016,Male,bus,Wexford,15-66,working,82
2016,Male,bus,Wexford,5-12,at primary school,18
2016,Male,bus,Wexford,13-18,at secondary school,41
2016,Male,bus,Wexford,19-66,at university,38
2016,Male,bus,Balbriggan,15-66,working,196
2016,Male,bus,Balbriggan,5-12,at primary school,159
2016,Male,bus,Balbriggan,13-18,at secondary school,95
2016,Male,bus,Balbriggan,19-66,at university,78
2016,Male,bus,Letterkenny,15-66,working,37
2016,Male,bus,Letterkenny,5-12,at primary school,346
2016,Male,bus,Letterkenny,13-18,at secondary school,140
2016,Male,bus,Letterkenny,19-66,at university,36
2016,Male,bus,Celbridge,15-66,working,549
2016,Male,bus,Celbridge,5-12,at primary school,87
2016,Male,bus,Celbridge,13-18,at secondary school,153
2016,Male,bus,Celbridge,19-66,at university,255
2016,Male,bus,Sligo,15-66,working,59
2016,Male,bus,Sligo,5-12,at primary school,62
2016,Male,bus,Sligo,13-18,at secondary school,36
2016,Male,bus,Sligo,19-66,at university,25
2016,Male,bus,Clonmel,15-66,working,24
2016,Male,bus,Clonmel,5-12,at primary school,94
2016,Male,bus,Clonmel,13-18,at secondary school,44
2016,Male,bus,Clonmel,19-66,at university,41
2016,Male,bus,Greystones,15-66,working,171
2016,Male,bus,Greystones,5-12,at primary school,101
2016,Male,bus,Greystones,13-18,at secondary school,134
2016,Male,bus,Greystones,19-66,at university,87
2016,Male,bus,Malahide,15-66,working,253
2016,Male,bus,Malahide,5-12,at primary school,43
2016,Male,bus,Malahide,13-18,at secondary school,163
2016,Male,bus,Malahide,19-66,at university,140
2016,Male,bus,Leixlip,15-66,working,328
2016,Male,bus,Leixlip,5-12,at primary school,14
2016,Male,bus,Leixlip,13-18,at secondary school,84
2016,Male,bus,Leixlip,19-66,at university,103
2016,Male,bus,Carrigaline,15-66,working,81
2016,Male,bus,Carrigaline,5-12,at primary school,28
2016,Male,bus,Carrigaline,13-18,at secondary school,112
2016,Male,bus,Carrigaline,19-66,at university,107
2016,Male,bus,Tullamore,15-66,working,33
2016,Male,bus,Tullamore,5-12,at primary school,139
2016,Male,bus,Tullamore,13-18,at secondary school,58
2016,Male,bus,Tullamore,19-66,at university,52
2016,Male,bus,Killarney,15-66,working,156
2016,Male,bus,Killarney,5-12,at primary school,5
2016,Male,bus,Killarney,13-18,at secondary school,31
2016,Male,bus,Killarney,19-66,at university,30
2016,Male,bus,Arklow,15-66,working,62
2016,Male,bus,Arklow,5-12,at primary school,34
2016,Male,bus,Arklow,13-18,at secondary school,32
2016,Male,bus,Arklow,19-66,at university,55
2016,Male,bus,Maynooth,15-66,working,188
2016,Male,bus,Maynooth,5-12,at primary school,55
2016,Male,bus,Maynooth,13-18,at secondary school,37
2016,Male,bus,Maynooth,19-66,at university,66
2016,Male,bus,Cobh,15-66,working,17
2016,Male,bus,Cobh,5-12,at primary school,11
2016,Male,bus,Cobh,13-18,at secondary school,57
2016,Male,bus,Cobh,19-66,at university,11
2016,Male,bus,Castlebar,15-66,working,16
2016,Male,bus,Castlebar,5-12,at primary school,53
2016,Male,bus,Castlebar,13-18,at secondary school,18
2016,Male,bus,Castlebar,19-66,at university,12
2016,Male,bus,Midleton,15-66,working,37
2016,Male,bus,Midleton,5-12,at primary school,82
2016,Male,bus,Midleton,13-18,at secondary school,44
2016,Male,bus,Midleton,19-66,at university,12
2016,Male,bus,Mallow,15-66,working,18
2016,Male,bus,Mallow,5-12,at primary school,65
2016,Male,bus,Mallow,13-18,at secondary school,8
2016,Male,bus,Mallow,19-66,at university,10
2016,Male,bus,Ashbourne,15-66,working,278
2016,Male,bus,Ashbourne,5-12,at primary school,9
2016,Male,bus,Ashbourne,13-18,at secondary school,38
2016,Male,bus,Ashbourne,19-66,at university,96
2016,Male,bus,Ballina,15-66,working,18
2016,Male,bus,Ballina,5-12,at primary school,143
2016,Male,bus,Ballina,13-18,at secondary school,67
2016,Male,bus,Ballina,19-66,at university,17
2016,Male,bus,Laytown-Bettystown-Mornington,15-66,working,210
2016,Male,bus,Laytown-Bettystown-Mornington,5-12,at primary school,323
2016,Male,bus,Laytown-Bettystown-Mornington,13-18,at secondary school,131
2016,Male,bus,Laytown-Bettystown-Mornington,19-66,at university,70
2016,Male,bus,Enniscorthy,15-66,working,27
2016,Male,bus,Enniscorthy,5-12,at primary school,58
2016,Male,bus,Enniscorthy,13-18,at secondary school,47
2016,Male,bus,Enniscorthy,19-66,at university,27
2016,Male,bus,Wicklow,15-66,working,82
2016,Male,bus,Wicklow,5-12,at primary school,19
2016,Male,bus,Wicklow,13-18,at secondary school,58
2016,Male,bus,Wicklow,19-66,at university,67
2016,Male,bus,Tramore,15-66,working,55
2016,Male,bus,Tramore,5-12,at primary school,23
2016,Male,bus,Tramore,13-18,at secondary school,28
2016,Male,bus,Tramore,19-66,at university,50
2016,Male,bus,Cavan,15-66,working,38
2016,Male,bus,Cavan,5-12,at primary school,38
2016,Male,bus,Cavan,13-18,at secondary school,75
2016,Male,bus,Cavan,19-66,at university,26
2016,Male,bus,Athy,15-66,working,10
2016,Male,bus,Athy,5-12,at primary school,71
2016,Male,bus,Athy,13-18,at secondary school,38
2016,Male,bus,Athy,19-66,at university,16
2016,Male,bus,Shannon,15-66,working,41
2016,Male,bus,Shannon,5-12,at primary school,8
2016,Male,bus,Shannon,13-18,at secondary school,21
2016,Male,bus,Shannon,19-66,at university,47
2016,Male,bus,Skerries,15-66,working,73
2016,Male,bus,Skerries,5-12,at primary school,11
2016,Male,bus,Skerries,13-18,at secondary school,13
2016,Male,bus,Skerries,19-66,at university,44
2016,Male,bus,Longford,15-66,working,20
2016,Male,bus,Longford,5-12,at primary school,58
2016,Male,bus,Longford,13-18,at secondary school,69
2016,Male,bus,Longford,19-66,at university,23
2016,Male,bus,Dungarvan,15-66,working,10
2016,Male,bus,Dungarvan,5-12,at primary school,14
2016,Male,bus,Dungarvan,13-18,at secondary school,5
2016,Male,bus,Dungarvan,19-66,at university,18
2016,Male,bus,Portmarnock,15-66,working,92
2016,Male,bus,Portmarnock,5-12,at primary school,11
2016,Male,bus,Portmarnock,13-18,at secondary school,30
2016,Male,bus,Portmarnock,19-66,at university,60
2016,Male,bus,Rush,15-66,working,224
2016,Male,bus,Rush,5-12,at primary school,50
2016,Male,bus,Rush,13-18,at secondary school,39
2016,Male,bus,Rush,19-66,at university,73
2016,Male,bus,Gorey,15-66,working,52
2016,Male,bus,Gorey,5-12,at primary school,44
2016,Male,bus,Gorey,13-18,at secondary school,27
2016,Male,bus,Gorey,19-66,at university,28
2016,Male,bus,Ratoath,15-66,working,142
2016,Male,bus,Ratoath,5-12,at primary school,48
2016,Male,bus,Ratoath,13-18,at secondary school,64
2016,Male,bus,Ratoath,19-66,at university,77
2016,Male,bus,Nenagh,15-66,working,21
2016,Male,bus,Nenagh,5-12,at primary school,14
2016,Male,bus,Nenagh,13-18,at secondary school,19
2016,Male,bus,Nenagh,19-66,at university,27
2016,Male,bus,Trim,15-66,working,67
2016,Male,bus,Trim,5-12,at primary school,81
2016,Male,bus,Trim,13-18,at secondary school,66
2016,Male,bus,Trim,19-66,at university,57
2016,Male,bus,Tuam,15-66,working,45
2016,Male,bus,Tuam,5-12,at primary school,17
2016,Male,bus,Tuam,13-18,at secondary school,20
2016,Male,bus,Tuam,19-66,at university,34
2016,Male,bus,New Ross,15-66,working,18
2016,Male,bus,New Ross,5-12,at primary school,21
2016,Male,bus,New Ross,13-18,at secondary school,8
2016,Male,bus,New Ross,19-66,at university,26
2016,Male,bus,Kildare,15-66,working,87
2016,Male,bus,Kildare,5-12,at primary school,129
2016,Male,bus,Kildare,13-18,at secondary school,81
2016,Male,bus,Kildare,19-66,at university,33
2016,Male,bus,Thurles,15-66,working,6
2016,Male,bus,Thurles,5-12,at primary school,14
2016,Male,bus,Thurles,13-18,at secondary school,9
2016,Male,bus,Thurles,19-66,at university,4
2016,Male,bus,Youghal,15-66,working,20
2016,Male,bus,Youghal,5-12,at primary school,68
2016,Male,bus,Youghal,13-18,at secondary school,49
2016,Male,bus,Youghal,19-66,at university,51
2016,Male,bus,Portarlington,15-66,working,34
2016,Male,bus,Portarlington,5-12,at primary school,129
2016,Male,bus,Portarlington,13-18,at secondary school,49
2016,Male,bus,Portarlington,19-66,at university,23
2016,Male,bus,Monaghan,15-66,working,16
2016,Male,bus,Monaghan,5-12,at primary school,51
2016,Male,bus,Monaghan,13-18,at secondary school,37
2016,Male,bus,Monaghan,19-66,at university,27
2016,Male,bus,Lusk,15-66,working,153
2016,Male,bus,Lusk,5-12,at primary school,33
2016,Male,bus,Lusk,13-18,at secondary school,84
2016,Male,bus,Lusk,19-66,at university,37
2016,Male,bus,Edenderry,15-66,working,31
2016,Male,bus,Edenderry,5-12,at primary school,37
2016,Male,bus,Edenderry,13-18,at secondary school,13
2016,Male,bus,Edenderry,19-66,at university,32
2016,Male,bus,Dunboyne,15-66,working,98
2016,Male,bus,Dunboyne,5-12,at primary school,16
2016,Male,bus,Dunboyne,13-18,at secondary school,23
2016,Male,bus,Dunboyne,19-66,at university,73
2016,Male,bus,Buncrana,15-66,working,17
2016,Male,bus,Buncrana,5-12,at primary school,32
2016,Male,bus,Buncrana,13-18,at secondary school,17
2016,Male,bus,Buncrana,19-66,at university,47
2016,Male,bus,Donabate,15-66,working,34
2016,Male,bus,Donabate,5-12,at primary school,23
2016,Male,bus,Donabate,13-18,at secondary school,19
2016,Male,bus,Donabate,19-66,at university,16
