year,sex,means_of_travel,aggregate_town_or_rural_area,time_leaving_home,age,edu_level,value
2016,Female,car,Aggregate Town Area,06:30 - 07:00,13 to 18,leaving-cert,9
2016,Female,car,Aggregate Town Area,06:30 - 07:00,>=19,university,641
2016,Female,car,Aggregate Town Area,07:01 - 07:30,>=15,junior-cert,39296
2016,Female,car,Aggregate Town Area,07:01 - 07:30,5 to 12,primary-school,0
2016,Female,car,Aggregate Town Area,07:01 - 07:30,13 to 18,leaving-cert,39
2016,Female,car,Aggregate Town Area,07:01 - 07:30,>=19,university,1049
2016,Female,car,Aggregate Town Area,07:31 - 08:00,>=15,junior-cert,61027
2016,Female,car,Aggregate Town Area,07:31 - 08:00,5 to 12,primary-school,0
2016,Female,car,Aggregate Town Area,07:31 - 08:00,13 to 18,leaving-cert,162
2016,Female,car,Aggregate Town Area,07:31 - 08:00,>=19,university,2010
2016,Female,car,Aggregate Town Area,08:01 - 08:30,>=15,junior-cert,72959
2016,Female,car,Aggregate Town Area,08:01 - 08:30,5 to 12,primary-school,0
2016,Female,car,Aggregate Town Area,08:01 - 08:30,13 to 18,leaving-cert,353
2016,Female,car,Aggregate Town Area,08:01 - 08:30,>=19,university,3237
2016,Female,car,Aggregate Town Area,08:31 - 09:00,>=15,junior-cert,56830
2016,Female,car,Aggregate Town Area,08:31 - 09:00,5 to 12,primary-school,0
2016,Female,car,Aggregate Town Area,08:31 - 09:00,13 to 18,leaving-cert,256
2016,Female,car,Aggregate Town Area,08:31 - 09:00,>=19,university,2856
2016,Female,car,Aggregate Town Area,09:01 - 09:30,>=15,junior-cert,20946
2016,Female,car,Aggregate Town Area,09:01 - 09:30,5 to 12,primary-school,0
2016,Female,car,Aggregate Town Area,09:01 - 09:30,13 to 18,leaving-cert,34
2016,Female,car,Aggregate Town Area,09:01 - 09:30,>=19,university,1187
2016,Female,car,Aggregate Town Area,After 09:30,>=15,junior-cert,32669
2016,Female,car,Aggregate Town Area,After 09:30,5 to 12,primary-school,0
2016,Female,car,Aggregate Town Area,After 09:30,13 to 18,leaving-cert,19
2016,Female,car,Aggregate Town Area,After 09:30,>=19,university,1255
2016,Female,car,Aggregate Town Area,na,>=15,junior-cert,2733
2016,Female,car,Aggregate Town Area,na,5 to 12,primary-school,0
2016,Female,car,Aggregate Town Area,na,13 to 18,leaving-cert,2
2016,Female,car,Aggregate Town Area,na,>=19,university,128
2016,Female,car,Aggregate Rural Area,Before 06:30,>=15,junior-cert,11713
2016,Female,car,Aggregate Rural Area,Before 06:30,5 to 12,primary-school,0
2016,Female,car,Aggregate Rural Area,Before 06:30,13 to 18,leaving-cert,7
2016,Female,car,Aggregate Rural Area,Before 06:30,>=19,university,218
2016,Female,car,Aggregate Rural Area,06:30 - 07:00,>=15,junior-cert,19039
2016,Female,car,Aggregate Rural Area,06:30 - 07:00,5 to 12,primary-school,0
2016,Female,car,Aggregate Rural Area,06:30 - 07:00,13 to 18,leaving-cert,13
2016,Female,car,Aggregate Rural Area,06:30 - 07:00,>=19,university,636
2016,Female,car,Aggregate Rural Area,07:01 - 07:30,>=15,junior-cert,27712
2016,Female,car,Aggregate Rural Area,07:01 - 07:30,5 to 12,primary-school,0
2016,Female,car,Aggregate Rural Area,07:01 - 07:30,13 to 18,leaving-cert,54
2016,Female,car,Aggregate Rural Area,07:01 - 07:30,>=19,university,1078
2016,Female,car,Aggregate Rural Area,07:31 - 08:00,>=15,junior-cert,41869
2016,Female,car,Aggregate Rural Area,07:31 - 08:00,5 to 12,primary-school,0
2016,Female,car,Aggregate Rural Area,07:31 - 08:00,13 to 18,leaving-cert,131
2016,Female,car,Aggregate Rural Area,07:31 - 08:00,>=19,university,1906
2016,Female,car,Aggregate Rural Area,08:01 - 08:30,>=15,junior-cert,57764
2016,Female,car,Aggregate Rural Area,08:01 - 08:30,5 to 12,primary-school,0
2016,Female,car,Aggregate Rural Area,08:01 - 08:30,13 to 18,leaving-cert,480
2016,Female,car,Aggregate Rural Area,08:01 - 08:30,>=19,university,2807
2016,Female,car,Aggregate Rural Area,08:31 - 09:00,>=15,junior-cert,53460
2016,Female,car,Aggregate Rural Area,08:31 - 09:00,5 to 12,primary-school,0
2016,Female,car,Aggregate Rural Area,08:31 - 09:00,13 to 18,leaving-cert,435
2016,Female,car,Aggregate Rural Area,08:31 - 09:00,>=19,university,2531
2016,Female,car,Aggregate Rural Area,09:01 - 09:30,>=15,junior-cert,21343
2016,Female,car,Aggregate Rural Area,09:01 - 09:30,5 to 12,primary-school,0
2016,Female,car,Aggregate Rural Area,09:01 - 09:30,13 to 18,leaving-cert,44
2016,Female,car,Aggregate Rural Area,09:01 - 09:30,>=19,university,975
2016,Female,car,Aggregate Rural Area,After 09:30,>=15,junior-cert,24350
2016,Female,car,Aggregate Rural Area,After 09:30,5 to 12,primary-school,0
2016,Female,car,Aggregate Rural Area,After 09:30,13 to 18,leaving-cert,19
2016,Female,car,Aggregate Rural Area,After 09:30,>=19,university,657
2016,Female,car,Aggregate Rural Area,na,>=15,junior-cert,2015
2016,Female,car,Aggregate Rural Area,na,5 to 12,primary-school,0
2016,Female,car,Aggregate Rural Area,na,13 to 18,leaving-cert,9
2016,Female,car,Aggregate Rural Area,na,>=19,university,127
2016,Female,carpool,Aggregate Town Area,Before 06:30,>=15,junior-cert,2588
2016,Female,carpool,Aggregate Town Area,Before 06:30,5 to 12,primary-school,78
2016,Female,carpool,Aggregate Town Area,Before 06:30,13 to 18,leaving-cert,47
2016,Female,carpool,Aggregate Town Area,Before 06:30,>=19,university,28
2016,Female,carpool,Aggregate Town Area,06:30 - 07:00,>=15,junior-cert,3018
2016,Female,carpool,Aggregate Town Area,06:30 - 07:00,5 to 12,primary-school,302
2016,Female,carpool,Aggregate Town Area,06:30 - 07:00,13 to 18,leaving-cert,172
2016,Female,carpool,Aggregate Town Area,06:30 - 07:00,>=19,university,148
2016,Female,carpool,Aggregate Town Area,07:01 - 07:30,>=15,junior-cert,3847
2016,Female,carpool,Aggregate Town Area,07:01 - 07:30,5 to 12,primary-school,1202
2016,Female,carpool,Aggregate Town Area,07:01 - 07:30,13 to 18,leaving-cert,1034
2016,Female,carpool,Aggregate Town Area,07:01 - 07:30,>=19,university,323
2016,Female,carpool,Aggregate Town Area,07:31 - 08:00,>=15,junior-cert,5233
2016,Female,carpool,Aggregate Town Area,07:31 - 08:00,5 to 12,primary-school,5073
2016,Female,carpool,Aggregate Town Area,07:31 - 08:00,13 to 18,leaving-cert,6338
2016,Female,carpool,Aggregate Town Area,07:31 - 08:00,>=19,university,872
2016,Female,carpool,Aggregate Town Area,08:01 - 08:30,>=15,junior-cert,4653
2016,Female,carpool,Aggregate Town Area,08:01 - 08:30,5 to 12,primary-school,26581
2016,Female,carpool,Aggregate Town Area,08:01 - 08:30,13 to 18,leaving-cert,19848
2016,Female,carpool,Aggregate Town Area,08:01 - 08:30,>=19,university,1587
2016,Female,carpool,Aggregate Town Area,08:31 - 09:00,>=15,junior-cert,4037
2016,Female,carpool,Aggregate Town Area,08:31 - 09:00,5 to 12,primary-school,42594
2016,Female,carpool,Aggregate Town Area,08:31 - 09:00,13 to 18,leaving-cert,11535
2016,Female,carpool,Aggregate Town Area,08:31 - 09:00,>=19,university,1478
2016,Female,carpool,Aggregate Town Area,09:01 - 09:30,>=15,junior-cert,1832
2016,Female,carpool,Aggregate Town Area,09:01 - 09:30,5 to 12,primary-school,9530
2016,Female,carpool,Aggregate Town Area,09:01 - 09:30,13 to 18,leaving-cert,469
2016,Female,carpool,Aggregate Town Area,09:01 - 09:30,>=19,university,552
2016,Female,carpool,Aggregate Town Area,After 09:30,>=15,junior-cert,4904
2016,Female,carpool,Aggregate Town Area,After 09:30,5 to 12,primary-school,91
2016,Female,carpool,Aggregate Town Area,After 09:30,13 to 18,leaving-cert,109
2016,Female,carpool,Aggregate Town Area,After 09:30,>=19,university,523
2016,Female,carpool,Aggregate Town Area,na,>=15,junior-cert,357
2016,Female,carpool,Aggregate Town Area,na,5 to 12,primary-school,475
2016,Female,carpool,Aggregate Town Area,na,13 to 18,leaving-cert,127
2016,Female,carpool,Aggregate Town Area,na,>=19,university,48
2016,Female,carpool,Aggregate Rural Area,Before 06:30,>=15,junior-cert,663
2016,Female,carpool,Aggregate Rural Area,Before 06:30,5 to 12,primary-school,33
2016,Female,carpool,Aggregate Rural Area,Before 06:30,13 to 18,leaving-cert,50
2016,Female,carpool,Aggregate Rural Area,Before 06:30,>=19,university,42
2016,Female,carpool,Aggregate Rural Area,06:30 - 07:00,>=15,junior-cert,1048
2016,Female,carpool,Aggregate Rural Area,06:30 - 07:00,5 to 12,primary-school,158
2016,Female,carpool,Aggregate Rural Area,06:30 - 07:00,13 to 18,leaving-cert,162
2016,Female,carpool,Aggregate Rural Area,06:30 - 07:00,>=19,university,161
2016,Female,carpool,Aggregate Rural Area,07:01 - 07:30,>=15,junior-cert,1418
2016,Female,carpool,Aggregate Rural Area,07:01 - 07:30,5 to 12,primary-school,591
2016,Female,carpool,Aggregate Rural Area,07:01 - 07:30,13 to 18,leaving-cert,724
2016,Female,carpool,Aggregate Rural Area,07:01 - 07:30,>=19,university,343
2016,Female,carpool,Aggregate Rural Area,07:31 - 08:00,>=15,junior-cert,2144
2016,Female,carpool,Aggregate Rural Area,07:31 - 08:00,5 to 12,primary-school,2211
2016,Female,carpool,Aggregate Rural Area,07:31 - 08:00,13 to 18,leaving-cert,3830
2016,Female,carpool,Aggregate Rural Area,07:31 - 08:00,>=19,university,828
2016,Female,carpool,Aggregate Rural Area,08:01 - 08:30,>=15,junior-cert,2287
2016,Female,carpool,Aggregate Rural Area,08:01 - 08:30,5 to 12,primary-school,9037
2016,Female,carpool,Aggregate Rural Area,08:01 - 08:30,13 to 18,leaving-cert,15529
2016,Female,carpool,Aggregate Rural Area,08:01 - 08:30,>=19,university,1418
2016,Female,carpool,Aggregate Rural Area,08:31 - 09:00,>=15,junior-cert,2315
2016,Female,carpool,Aggregate Rural Area,08:31 - 09:00,5 to 12,primary-school,32430
2016,Female,carpool,Aggregate Rural Area,08:31 - 09:00,13 to 18,leaving-cert,14041
2016,Female,carpool,Aggregate Rural Area,08:31 - 09:00,>=19,university,1203
2016,Female,carpool,Aggregate Rural Area,09:01 - 09:30,>=15,junior-cert,1143
2016,Female,carpool,Aggregate Rural Area,09:01 - 09:30,5 to 12,primary-school,30342
2016,Female,carpool,Aggregate Rural Area,09:01 - 09:30,13 to 18,leaving-cert,913
2016,Female,carpool,Aggregate Rural Area,09:01 - 09:30,>=19,university,349
2016,Female,carpool,Aggregate Rural Area,After 09:30,>=15,junior-cert,2316
2016,Female,carpool,Aggregate Rural Area,After 09:30,5 to 12,primary-school,99
2016,Female,carpool,Aggregate Rural Area,After 09:30,13 to 18,leaving-cert,79
2016,Female,carpool,Aggregate Rural Area,After 09:30,>=19,university,238
2016,Female,carpool,Aggregate Rural Area,na,>=15,junior-cert,181
2016,Female,carpool,Aggregate Rural Area,na,5 to 12,primary-school,322
2016,Female,carpool,Aggregate Rural Area,na,13 to 18,leaving-cert,126
2016,Female,carpool,Aggregate Rural Area,na,>=19,university,45
2016,Female,truck,Aggregate Town Area,Before 06:30,>=15,junior-cert,129
2016,Female,truck,Aggregate Town Area,Before 06:30,5 to 12,primary-school,0
2016,Female,truck,Aggregate Town Area,Before 06:30,13 to 18,leaving-cert,2
2016,Female,truck,Aggregate Town Area,Before 06:30,>=19,university,0
2016,Female,truck,Aggregate Town Area,06:30 - 07:00,>=15,junior-cert,122
2016,Female,truck,Aggregate Town Area,06:30 - 07:00,5 to 12,primary-school,1
2016,Female,truck,Aggregate Town Area,06:30 - 07:00,13 to 18,leaving-cert,2
2016,Female,truck,Aggregate Town Area,06:30 - 07:00,>=19,university,1
2016,Female,truck,Aggregate Town Area,07:01 - 07:30,>=15,junior-cert,117
2016,Female,truck,Aggregate Town Area,07:01 - 07:30,5 to 12,primary-school,6
2016,Female,truck,Aggregate Town Area,07:01 - 07:30,13 to 18,leaving-cert,2
2016,Female,truck,Aggregate Town Area,07:01 - 07:30,>=19,university,1
2016,Female,truck,Aggregate Town Area,07:31 - 08:00,>=15,junior-cert,162
2016,Female,truck,Aggregate Town Area,07:31 - 08:00,5 to 12,primary-school,14
2016,Female,truck,Aggregate Town Area,07:31 - 08:00,13 to 18,leaving-cert,30
2016,Female,truck,Aggregate Town Area,07:31 - 08:00,>=19,university,4
2016,Female,truck,Aggregate Town Area,08:01 - 08:30,>=15,junior-cert,173
2016,Female,truck,Aggregate Town Area,08:01 - 08:30,5 to 12,primary-school,72
2016,Female,truck,Aggregate Town Area,08:01 - 08:30,13 to 18,leaving-cert,39
2016,Female,truck,Aggregate Town Area,08:01 - 08:30,>=19,university,6
2016,Female,truck,Aggregate Town Area,08:31 - 09:00,>=15,junior-cert,182
2016,Female,truck,Aggregate Town Area,08:31 - 09:00,5 to 12,primary-school,87
2016,Female,truck,Aggregate Town Area,08:31 - 09:00,13 to 18,leaving-cert,30
2016,Female,truck,Aggregate Town Area,08:31 - 09:00,>=19,university,19
2016,Female,truck,Aggregate Town Area,09:01 - 09:30,>=15,junior-cert,87
2016,Female,truck,Aggregate Town Area,09:01 - 09:30,5 to 12,primary-school,25
2016,Female,truck,Aggregate Town Area,09:01 - 09:30,13 to 18,leaving-cert,2
2016,Female,truck,Aggregate Town Area,09:01 - 09:30,>=19,university,10
2016,Female,truck,Aggregate Town Area,After 09:30,>=15,junior-cert,137
2016,Female,truck,Aggregate Town Area,After 09:30,5 to 12,primary-school,0
2016,Female,truck,Aggregate Town Area,After 09:30,13 to 18,leaving-cert,1
2016,Female,truck,Aggregate Town Area,After 09:30,>=19,university,1
2016,Female,truck,Aggregate Town Area,na,>=15,junior-cert,13
2016,Female,truck,Aggregate Town Area,na,5 to 12,primary-school,2
2016,Female,truck,Aggregate Town Area,na,13 to 18,leaving-cert,2
2016,Female,truck,Aggregate Town Area,na,>=19,university,2
2016,Female,truck,Aggregate Rural Area,Before 06:30,>=15,junior-cert,168
2016,Female,truck,Aggregate Rural Area,Before 06:30,5 to 12,primary-school,2
2016,Female,truck,Aggregate Rural Area,Before 06:30,13 to 18,leaving-cert,0
2016,Female,truck,Aggregate Rural Area,Before 06:30,>=19,university,2
2016,Female,truck,Aggregate Rural Area,06:30 - 07:00,>=15,junior-cert,140
2016,Female,truck,Aggregate Rural Area,06:30 - 07:00,5 to 12,primary-school,0
2016,Female,truck,Aggregate Rural Area,06:30 - 07:00,13 to 18,leaving-cert,0
2016,Female,truck,Aggregate Rural Area,06:30 - 07:00,>=19,university,5
2016,Female,truck,Aggregate Rural Area,07:01 - 07:30,>=15,junior-cert,167
2016,Female,truck,Aggregate Rural Area,07:01 - 07:30,5 to 12,primary-school,3
2016,Female,truck,Aggregate Rural Area,07:01 - 07:30,13 to 18,leaving-cert,5
2016,Female,truck,Aggregate Rural Area,07:01 - 07:30,>=19,university,6
2016,Female,truck,Aggregate Rural Area,07:31 - 08:00,>=15,junior-cert,219
2016,Female,truck,Aggregate Rural Area,07:31 - 08:00,5 to 12,primary-school,8
2016,Female,truck,Aggregate Rural Area,07:31 - 08:00,13 to 18,leaving-cert,21
2016,Female,truck,Aggregate Rural Area,07:31 - 08:00,>=19,university,8
2016,Female,truck,Aggregate Rural Area,08:01 - 08:30,>=15,junior-cert,235
2016,Female,truck,Aggregate Rural Area,08:01 - 08:30,5 to 12,primary-school,34
2016,Female,truck,Aggregate Rural Area,08:01 - 08:30,13 to 18,leaving-cert,70
2016,Female,truck,Aggregate Rural Area,08:01 - 08:30,>=19,university,7
2016,Female,truck,Aggregate Rural Area,08:31 - 09:00,>=15,junior-cert,292
2016,Female,truck,Aggregate Rural Area,08:31 - 09:00,5 to 12,primary-school,95
2016,Female,truck,Aggregate Rural Area,08:31 - 09:00,13 to 18,leaving-cert,51
2016,Female,truck,Aggregate Rural Area,08:31 - 09:00,>=19,university,8
2016,Female,truck,Aggregate Rural Area,09:01 - 09:30,>=15,junior-cert,137
2016,Female,truck,Aggregate Rural Area,09:01 - 09:30,5 to 12,primary-school,76
2016,Female,truck,Aggregate Rural Area,09:01 - 09:30,13 to 18,leaving-cert,3
2016,Female,truck,Aggregate Rural Area,09:01 - 09:30,>=19,university,5
2016,Female,truck,Aggregate Rural Area,After 09:30,>=15,junior-cert,176
2016,Female,truck,Aggregate Rural Area,After 09:30,5 to 12,primary-school,0
2016,Female,truck,Aggregate Rural Area,After 09:30,13 to 18,leaving-cert,1
2016,Female,truck,Aggregate Rural Area,After 09:30,>=19,university,3
2016,Female,truck,Aggregate Rural Area,na,>=15,junior-cert,25
2016,Female,truck,Aggregate Rural Area,na,5 to 12,primary-school,2
2016,Female,truck,Aggregate Rural Area,na,13 to 18,leaving-cert,0
2016,Female,truck,Aggregate Rural Area,na,>=19,university,0
2016,Female,truck,Aggregate Town Area,Before 06:30,>=15,junior-cert,49
2016,Female,truck,Aggregate Town Area,Before 06:30,5 to 12,primary-school,0
2016,Female,truck,Aggregate Town Area,Before 06:30,13 to 18,leaving-cert,0
2016,Female,truck,Aggregate Town Area,Before 06:30,>=19,university,2
2016,Female,truck,Aggregate Town Area,06:30 - 07:00,>=15,junior-cert,29
2016,Female,truck,Aggregate Town Area,06:30 - 07:00,5 to 12,primary-school,0
2016,Female,truck,Aggregate Town Area,06:30 - 07:00,13 to 18,leaving-cert,0
2016,Female,truck,Aggregate Town Area,06:30 - 07:00,>=19,university,2
2016,Female,truck,Aggregate Town Area,07:01 - 07:30,>=15,junior-cert,21
2016,Female,truck,Aggregate Town Area,07:01 - 07:30,5 to 12,primary-school,0
2016,Female,truck,Aggregate Town Area,07:01 - 07:30,13 to 18,leaving-cert,0
2016,Female,truck,Aggregate Town Area,07:01 - 07:30,>=19,university,0
2016,Female,truck,Aggregate Town Area,07:31 - 08:00,>=15,junior-cert,29
2016,Female,truck,Aggregate Town Area,07:31 - 08:00,5 to 12,primary-school,3
2016,Female,truck,Aggregate Town Area,07:31 - 08:00,13 to 18,leaving-cert,3
2016,Female,truck,Aggregate Town Area,07:31 - 08:00,>=19,university,1
2016,Female,truck,Aggregate Town Area,08:01 - 08:30,>=15,junior-cert,27
2016,Female,truck,Aggregate Town Area,08:01 - 08:30,5 to 12,primary-school,13
2016,Female,truck,Aggregate Town Area,08:01 - 08:30,13 to 18,leaving-cert,3
2016,Female,truck,Aggregate Town Area,08:01 - 08:30,>=19,university,3
2016,Female,truck,Aggregate Town Area,08:31 - 09:00,>=15,junior-cert,27
2016,Female,truck,Aggregate Town Area,08:31 - 09:00,5 to 12,primary-school,16
2016,Female,truck,Aggregate Town Area,08:31 - 09:00,13 to 18,leaving-cert,5
2016,Female,truck,Aggregate Town Area,08:31 - 09:00,>=19,university,3
2016,Female,truck,Aggregate Town Area,09:01 - 09:30,>=15,junior-cert,10
2016,Female,truck,Aggregate Town Area,09:01 - 09:30,5 to 12,primary-school,4
2016,Female,truck,Aggregate Town Area,09:01 - 09:30,13 to 18,leaving-cert,0
2016,Female,truck,Aggregate Town Area,09:01 - 09:30,>=19,university,0
2016,Female,truck,Aggregate Town Area,After 09:30,>=15,junior-cert,56
2016,Female,truck,Aggregate Town Area,After 09:30,5 to 12,primary-school,1
2016,Female,truck,Aggregate Town Area,After 09:30,13 to 18,leaving-cert,0
2016,Female,truck,Aggregate Town Area,After 09:30,>=19,university,4
2016,Female,truck,Aggregate Town Area,na,>=15,junior-cert,21
2016,Female,truck,Aggregate Town Area,na,5 to 12,primary-school,2
2016,Female,truck,Aggregate Town Area,na,13 to 18,leaving-cert,0
2016,Female,truck,Aggregate Town Area,na,>=19,university,1
2016,Female,truck,Aggregate Rural Area,Before 06:30,>=15,junior-cert,21
2016,Female,truck,Aggregate Rural Area,Before 06:30,5 to 12,primary-school,0
2016,Female,truck,Aggregate Rural Area,Before 06:30,13 to 18,leaving-cert,1
2016,Female,truck,Aggregate Rural Area,Before 06:30,>=19,university,0
2016,Female,truck,Aggregate Rural Area,06:30 - 07:00,>=15,junior-cert,22
2016,Female,truck,Aggregate Rural Area,06:30 - 07:00,5 to 12,primary-school,0
2016,Female,truck,Aggregate Rural Area,06:30 - 07:00,13 to 18,leaving-cert,0
2016,Female,truck,Aggregate Rural Area,06:30 - 07:00,>=19,university,0
2016,Female,truck,Aggregate Rural Area,07:01 - 07:30,>=15,junior-cert,11
2016,Female,truck,Aggregate Rural Area,07:01 - 07:30,5 to 12,primary-school,0
2016,Female,truck,Aggregate Rural Area,07:01 - 07:30,13 to 18,leaving-cert,0
2016,Female,truck,Aggregate Rural Area,07:01 - 07:30,>=19,university,0
2016,Female,truck,Aggregate Rural Area,07:31 - 08:00,>=15,junior-cert,14
2016,Female,truck,Aggregate Rural Area,07:31 - 08:00,5 to 12,primary-school,2
2016,Female,truck,Aggregate Rural Area,07:31 - 08:00,13 to 18,leaving-cert,2
